docket,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc,neuralegal_resp,neuralegal_pet,BREYER_pet_questions,BREYER_res_questions,BREYER_question_diff,BREYER_avg_words_pet,BREYER_avg_words_res,BREYER_avg_words_diff,BREYER_wc_ratio_pet,BREYER_wc_ratio_res,BREYER_wc_ratio_diff,BREYER_cc_ratio_pet,BREYER_cc_ratio_res,BREYER_cc_ratio_diff,BREYER_qc_ratio_pet,BREYER_qc_ratio_res,BREYER_qc_ratio_diff,GINSBURG_pet_questions,GINSBURG_res_questions,GINSBURG_question_diff,GINSBURG_avg_words_pet,GINSBURG_avg_words_res,GINSBURG_avg_words_diff,GINSBURG_wc_ratio_pet,GINSBURG_wc_ratio_res,GINSBURG_wc_ratio_diff,GINSBURG_cc_ratio_pet,GINSBURG_cc_ratio_res,GINSBURG_cc_ratio_diff,GINSBURG_qc_ratio_pet,GINSBURG_qc_ratio_res,GINSBURG_qc_ratio_diff,KENNEDY_pet_questions,KENNEDY_res_questions,KENNEDY_question_diff,KENNEDY_avg_words_pet,KENNEDY_avg_words_res,KENNEDY_avg_words_diff,KENNEDY_wc_ratio_pet,KENNEDY_wc_ratio_res,KENNEDY_wc_ratio_diff,KENNEDY_cc_ratio_pet,KENNEDY_cc_ratio_res,KENNEDY_cc_ratio_diff,KENNEDY_qc_ratio_pet,KENNEDY_qc_ratio_res,KENNEDY_qc_ratio_diff,ROBERTS_pet_questions,ROBERTS_res_questions,ROBERTS_question_diff,ROBERTS_avg_words_pet,ROBERTS_avg_words_res,ROBERTS_avg_words_diff,ROBERTS_wc_ratio_pet,ROBERTS_wc_ratio_res,ROBERTS_wc_ratio_diff,ROBERTS_cc_ratio_pet,ROBERTS_cc_ratio_res,ROBERTS_cc_ratio_diff,ROBERTS_qc_ratio_pet,ROBERTS_qc_ratio_res,ROBERTS_qc_ratio_diff,SCALIA_pet_questions,SCALIA_res_questions,SCALIA_question_diff,SCALIA_avg_words_pet,SCALIA_avg_words_res,SCALIA_avg_words_diff,SCALIA_wc_ratio_pet,SCALIA_wc_ratio_res,SCALIA_wc_ratio_diff,SCALIA_cc_ratio_pet,SCALIA_cc_ratio_res,SCALIA_cc_ratio_diff,SCALIA_qc_ratio_pet,SCALIA_qc_ratio_res,SCALIA_qc_ratio_diff
04-1244,1,11/30/2005,11,2005,JOSEPH SCHEIDLER et al. v. NATIONAL ORGANIZATION FOR WOMEN INC. et al.,17,0.75,0.2,-1.0,0.777777778,0.583333333,2/28/2006,8.0,0.0,1.0,1,0,-1,1,1,0.096323052,0.061717372,0.039166667,0.004662698,0.209546703,14.0,14.0,7.0,7.0,1,2.0,11.0,5,11.0,1,0,0,74,568,1,5,4,35,387,415,5,6,25,26,237,0,8,0,16,1,119,222,0,6,7,17,148,763,5,6,12,51,0.096,0.947,0.25,0.142857142857,0,18.5,16.2285714286,1,0.115264797508,0.884735202492,-1,0.102564102564,0.897435897436,-1,0.166666666667,0.833333333333,-1,0.2,0.230769230769,0,15.48,15.9615384615,-1,0.482543640898,0.517456359102,0,0.490196078431,0.509803921569,0,0.454545454545,0.545454545455,0,0.5,0.0,1,14.8125,0.0,1,1.0,0.0,1,0.941176470588,0.0588235294118,1,1.0,0.0,1,0.0,0.352941176471,-1,17.0,13.0588235294,1,0.348973607038,0.651026392962,-1,0.291666666667,0.708333333333,-1,0.0,1.0,-1,0.416666666667,0.117647058824,1,12.3333333333,14.9607843137,-1,0.162458836443,0.837541163557,-1,0.190476190476,0.809523809524,-1,0.454545454545,0.545454545455,0
04-1264,0,11/29/2005,11,2005,BUCKEYE CHECK CASHING INC. v. JOHN CARDEGNA et al.,-4,0.0,0.666666667,-1.0,-0.428571429,0.111111111,2/21/2006,7.0,1.0,1.0,1,1,-1,-1,1,0.081767037,-0.098181217,-0.080406746,-0.017656403,0.074444805,1.0,0.0,0.0,0.0,1,2.0,1.5,8,12.0,1,0,0,147,715,1,3,10,28,158,345,2,6,10,26,167,0,3,0,12,1,503,203,3,1,21,7,147,492,3,6,10,27,0.236,0.616,0.1,0.107142857143,0,14.7,25.5357142857,-1,0.170533642691,0.829466357309,-1,0.263157894737,0.736842105263,-1,0.25,0.75,-1,0.2,0.230769230769,0,15.8,13.2692307692,1,0.314115308151,0.685884691849,-1,0.277777777778,0.722222222222,-1,0.25,0.75,-1,0.25,0.0,1,13.9166666667,0.0,1,1.0,0.0,1,0.923076923077,0.0769230769231,1,1.0,0.0,1,0.142857142857,0.142857142857,0,23.9523809524,29.0,-1,0.712464589235,0.287535410765,1,0.75,0.25,1,0.75,0.25,1,0.3,0.222222222222,0,14.7,18.2222222222,-1,0.230046948357,0.769953051643,-1,0.27027027027,0.72972972973,-1,0.333333333333,0.666666666667,-1
04-1324,-1,2/27/2006,2,2006,PATRICK DAY v. JAMES R. MCDONOUGH INTERIM SECRETARY FLORIDA DEPARTMENT OF CORRECTIONS,-21,-0.5,-0.652173913,-1.0,0.230769231,-0.333333333,4/25/2006,6.0,3.0,0.0,1,-1,-1,1,0,0.067470238,-0.021807359,0.140401786,-0.065075266,0.117383658,3.0,5.0,11.0,11.0,1,1.0,2.0,1,2.0,1,0,0,147,291,1,5,13,17,503,298,7,2,42,13,100,0,2,0,10,1,172,305,4,4,12,19,332,328,9,5,27,18,0.652,0.734,0.0769230769231,0.294117647059,-1,11.3076923077,17.1176470588,-1,0.335616438356,0.664383561644,-1,0.433333333333,0.566666666667,0,0.166666666667,0.833333333333,-1,0.166666666667,0.153846153846,0,11.9761904762,22.9230769231,-1,0.627965043695,0.372034956305,1,0.763636363636,0.236363636364,1,0.777777777778,0.222222222222,1,0.2,0.0,0,10.0,0.0,1,1.0,0.0,1,0.909090909091,0.0909090909091,1,1.0,0.0,1,0.333333333333,0.210526315789,0,14.3333333333,16.0526315789,-1,0.360587002096,0.639412997904,-1,0.387096774194,0.612903225806,-1,0.5,0.5,0,0.333333333333,0.277777777778,0,12.2962962963,18.2222222222,-1,0.50303030303,0.49696969697,0,0.6,0.4,0,0.642857142857,0.357142857143,1
04-1327,-1,2/22/2006,2,2006,BOBBY LEE HOLMES v. SOUTH CAROLINA,8,0.111111111,0.428571429,-0.333333333,-1.0,0.333333333,5/1/2006,9.0,0.0,1.0,1,1,-1,-1,0,-0.022727743,-0.102698413,0.224570175,-0.191997354,-0.271200397,3.0,5.0,0.0,0.0,1,1.0,2.0,4,12.0,1,0,0,204,538,4,6,14,38,41,220,1,7,3,14,256,144,0,2,11,8,777,42,8,0,30,3,312,290,4,6,13,24,0.127,0.802,0.285714285714,0.157894736842,0,14.5714285714,14.1578947368,1,0.274932614555,0.725067385445,-1,0.269230769231,0.730769230769,-1,0.4,0.6,0,0.333333333333,0.5,0,13.6666666667,15.7142857143,-1,0.157088122605,0.842911877395,-1,0.176470588235,0.823529411765,-1,0.125,0.875,-1,0.0,0.25,-1,23.2727272727,18.0,1,0.64,0.36,1,0.578947368421,0.421052631579,0,0.0,1.0,-1,0.266666666667,0.0,1,25.9,14.0,1,0.948717948718,0.0512820512821,1,0.909090909091,0.0909090909091,1,1.0,0.0,1,0.307692307692,0.25,0,24.0,12.0833333333,1,0.518272425249,0.481727574751,0,0.351351351351,0.648648648649,-1,0.4,0.6,0
04-1329,1,11/29/2005,11,2005,ILLINOIS TOOL WORKS INC. et al. v. INDEPENDENT INK INC.,-4,0.1,1.0,0.0,0.0,0.0,3/1/2006,8.0,0.0,1.0,1,0,0,0,1,-0.164726158,0.008333333,-0.277083333,0.031853408,-0.123697917,0.0,1.0,9.0,9.0,1,2.0,4.0,8,11.0,1,0,0,304,805,7,0,23,43,122,90,0,2,8,5,96,105,1,0,6,5,189,255,4,6,9,14,89,248,2,0,5,14,0.011,0.991,0.304347826087,0.0,1,13.2173913043,18.7209302326,-1,0.274120829576,0.725879170424,-1,0.348484848485,0.651515151515,-1,1.0,0.0,1,0.0,0.4,-1,15.25,18.0,-1,0.575471698113,0.424528301887,0,0.615384615385,0.384615384615,1,0.0,1.0,-1,0.166666666667,0.0,0,16.0,21.0,-1,0.477611940299,0.522388059701,0,0.545454545455,0.454545454545,0,1.0,0.0,1,0.444444444444,0.428571428571,0,21.0,18.2142857143,1,0.425675675676,0.574324324324,0,0.391304347826,0.608695652174,-1,0.4,0.6,0,0.4,0.0,1,17.8,17.7142857143,0,0.26409495549,0.73590504451,-1,0.263157894737,0.736842105263,-1,1.0,0.0,1
04-1350,1,11/28/2006,11,2006,KSR INTERNATIONAL CO. v. TELEFLEX INC. et al.,6,1.0,-1.0,-0.6,0.714285714,0.666666667,4/30/2007,9.0,0.0,1.0,1,-1,0,0,1,-0.003921835,0.193169643,-0.007883089,0.116225198,-0.134475917,0.0,0.0,6.0,13.0,0,1.0,1.5,8,2.0,1,0,0,398,1067,5,15,24,44,295,0,6,0,17,1,355,271,9,1,22,13,194,273,2,6,8,16,156,392,4,3,8,25,0.379,0.773,0.208333333333,0.340909090909,0,16.5833333333,24.25,-1,0.271672354949,0.728327645051,-1,0.352941176471,0.647058823529,-1,0.25,0.75,-1,0.352941176471,0.0,1,17.3529411765,0.0,1,1.0,0.0,1,0.944444444444,0.0555555555556,1,1.0,0.0,1,0.409090909091,0.0769230769231,1,16.1363636364,20.8461538462,-1,0.567092651757,0.432907348243,0,0.628571428571,0.371428571429,1,0.9,0.1,1,0.25,0.375,0,24.25,17.0625,1,0.415417558887,0.584582441113,0,0.333333333333,0.666666666667,-1,0.25,0.75,-1,0.5,0.12,1,19.5,15.68,1,0.284671532847,0.715328467153,-1,0.242424242424,0.757575757576,-1,0.571428571429,0.428571428571,0
04-1360,-1,5/18/2006,5,2006,BOOKER T. HUDSON JR. v. MICHIGAN,25,0.777777778,0.333333333,-1.0,-0.272727273,-0.538461538,6/15/2006,5.0,4.0,0.0,1,1,-1,0,-1,-0.200634921,0.011210317,-0.156565657,0.03101213,0.064592549,3.0,5.0,0.0,0.0,1,1.0,1.5,1,12.0,1,0,0,118,638,1,3,5,55,102,154,5,2,7,11,251,0,4,0,15,1,405,314,8,5,24,20,678,44,9,1,44,4,0.052,0.881,0.2,0.0545454545455,0,23.6,11.6,1,0.156084656085,0.843915343915,-1,0.0833333333333,0.916666666667,-1,0.25,0.75,-1,0.714285714286,0.181818181818,1,14.5714285714,14.0,1,0.3984375,0.6015625,-1,0.388888888889,0.611111111111,-1,0.714285714286,0.285714285714,1,0.266666666667,0.0,1,16.7333333333,0.0,1,1.0,0.0,1,0.9375,0.0625,1,1.0,0.0,1,0.333333333333,0.25,0,16.875,15.7,1,0.563282336579,0.436717663421,0,0.545454545455,0.454545454545,0,0.615384615385,0.384615384615,1,0.204545454545,0.25,0,15.4090909091,11.0,1,0.939058171745,0.0609418282548,1,0.916666666667,0.0833333333333,1,0.9,0.1,1
04-1371,0,1/18/2006,1,2006,MERRILL LYNCH PIERCE FENNER & SMITH INC. v. SHADI DABIT,37,1.0,0.333333333,1.0,0.0,0.846153846,3/21/2006,8.0,0.0,1.0,1,1,1,0,1,-0.031750541,-0.294936508,-0.016666667,-0.072151361,0.027530556,1.0,11.0,2.0,2.0,1,2.0,5.0,10,2.0,1,0,0,0,714,0,9,1,55,261,201,3,2,14,11,0,55,0,2,1,6,245,142,2,0,14,13,78,509,3,9,7,53,0.357,0.656,0.0,0.163636363636,0,0.0,12.9818181818,-1,0.0,1.0,-1,0.0178571428571,0.982142857143,-1,0.0,1.0,-1,0.214285714286,0.181818181818,0,18.6428571429,18.2727272727,1,0.564935064935,0.435064935065,0,0.56,0.44,0,0.6,0.4,0,0.0,0.333333333333,-1,0.0,9.16666666667,-1,0.0,1.0,-1,0.142857142857,0.857142857143,-1,0.0,1.0,-1,0.142857142857,0.0,0,17.5,10.9230769231,1,0.633074935401,0.366925064599,1,0.518518518519,0.481481481481,0,1.0,0.0,1,0.428571428571,0.169811320755,1,11.1428571429,9.60377358491,1,0.132879045997,0.867120954003,-1,0.116666666667,0.883333333333,-1,0.25,0.75,-1
04-1376,0,3/22/2006,3,2006,HUMBERTO FERNANDEZ-VARGAS v. ALBERTO R. GONZALES ATTORNEY GENERAL,1,-0.2,0.714285714,0.166666667,-0.538461538,-0.153846154,6/22/2006,8.0,1.0,0.0,0,-1,-1,-1,-1,-0.03237345,-0.733571429,-0.049621212,-0.005260417,-0.17040338,9.0,2.0,10.0,10.0,1,1.0,-1.0,2,2.0,1,1,0,401,448,5,9,34,40,185,95,3,3,11,10,108,70,2,2,8,10,299,174,3,2,20,9,789,243,4,5,54,25,0.448,0.323,0.147058823529,0.225,0,11.7941176471,11.2,1,0.472320376914,0.527679623086,0,0.459459459459,0.540540540541,0,0.357142857143,0.642857142857,-1,0.272727272727,0.3,0,16.8181818182,9.5,1,0.660714285714,0.339285714286,1,0.52380952381,0.47619047619,0,0.5,0.5,0,0.25,0.2,0,13.5,7.0,1,0.606741573034,0.393258426966,1,0.444444444444,0.555555555556,0,0.5,0.5,0,0.15,0.222222222222,0,14.95,19.3333333333,-1,0.632135306554,0.367864693446,1,0.689655172414,0.310344827586,1,0.6,0.4,0,0.0740740740741,0.2,0,14.6111111111,9.72,1,0.764534883721,0.235465116279,1,0.683544303797,0.316455696203,1,0.444444444444,0.555555555556,0
04-1414,0,1/18/2006,1,2006,UNITED STATES v. JEFFREY GRUBBS,-10,1.0,0.8,-1.0,-0.6,-0.333333333,3/21/2006,8.0,0.0,1.0,1,1,-1,-1,1,-0.185776942,-0.041697192,0.205357143,0.1296875,0.024816602,2.0,3.0,9.0,9.0,1,2.0,1.5,1,12.0,1,0,0,56,940,0,10,3,60,70,551,2,12,5,30,179,0,1,0,11,1,299,214,3,5,14,18,421,901,8,12,30,52,0.028,1.0,0.0,0.166666666667,0,18.6666666667,15.6666666667,1,0.0562248995984,0.943775100402,-1,0.047619047619,0.952380952381,-1,0.0,1.0,-1,0.4,0.4,0,14.0,18.3666666667,-1,0.112721417069,0.887278582931,-1,0.142857142857,0.857142857143,-1,0.142857142857,0.857142857143,-1,0.0909090909091,0.0,0,16.2727272727,0.0,1,1.0,0.0,1,0.916666666667,0.0833333333333,1,1.0,0.0,1,0.214285714286,0.277777777778,0,21.3571428571,11.8888888889,1,0.582846003899,0.417153996101,0,0.4375,0.5625,0,0.375,0.625,-1,0.266666666667,0.230769230769,0,14.0333333333,17.3269230769,-1,0.31845688351,0.68154311649,-1,0.365853658537,0.634146341463,-1,0.4,0.6,0
04-1477,-1,1/17/2006,1,2006,GARY KENT JONES v. LINDA K. FLOWERS et al.,2,0.4,-0.111111111,-1.0,0.818181818,-0.333333333,4/26/2006,5.0,3.0,1.0,1,0,-1,1,-1,0.139461214,0.14047619,0.178571429,-0.247069597,0.022379493,0.0,1.0,0.0,0.0,1,1.0,2.0,4,5.0,1,1,1,129,631,10,6,17,34,237,180,4,2,14,13,179,43,3,1,8,5,134,489,5,4,8,29,464,176,12,2,27,15,0.634,0.879,0.588235294118,0.176470588235,1,7.58823529412,18.5588235294,-1,0.169736842105,0.830263157895,-1,0.333333333333,0.666666666667,-1,0.625,0.375,1,0.285714285714,0.153846153846,0,16.9285714286,13.8461538462,1,0.568345323741,0.431654676259,0,0.518518518519,0.481481481481,0,0.666666666667,0.333333333333,1,0.375,0.2,0,22.375,8.6,1,0.806306306306,0.193693693694,1,0.615384615385,0.384615384615,1,0.75,0.25,1,0.625,0.137931034483,1,16.75,16.8620689655,0,0.215088282504,0.784911717496,-1,0.216216216216,0.783783783784,-1,0.555555555556,0.444444444444,0,0.444444444444,0.133333333333,1,17.1851851852,11.7333333333,1,0.725,0.275,1,0.642857142857,0.357142857143,1,0.857142857143,0.142857142857,1
04-1495,0,1/10/2006,1,2006,MICHAEL HARTMAN FRANK KORMANN PIERCE MCINTOSH NORMAN ROBBINS AND ROBERT EDWARDS v. WILLIAM G. MOORE JR.,2,0.142857143,-1.0,-0.25,0.0,0.454545455,4/26/2006,5.0,2.0,1.0,1,-1,0,0,1,0.118214023,0.091666667,-0.107051282,0.0,-0.09194306,0.0,1.0,12.0,12.0,1,2.0,2.0,3,2.0,1,0,0,456,1188,5,15,28,95,294,0,8,0,20,1,264,243,4,3,12,18,0,0,0,0,1,1,254,605,6,8,13,44,0.425,0.049,0.178571428571,0.157894736842,0,16.2857142857,12.5052631579,1,0.277372262774,0.722627737226,-1,0.227642276423,0.772357723577,-1,0.25,0.75,-1,0.4,0.0,1,14.7,0.0,1,1.0,0.0,1,0.952380952381,0.047619047619,1,1.0,0.0,1,0.333333333333,0.166666666667,0,22.0,13.5,1,0.520710059172,0.479289940828,0,0.4,0.6,0,0.571428571429,0.428571428571,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,0.461538461538,0.181818181818,1,19.5384615385,13.75,1,0.295692665891,0.704307334109,-1,0.228070175439,0.771929824561,-1,0.428571428571,0.571428571429,0
04-1527,-1,3/28/2006,3,2006,S. D. WARREN COMPANY v. MAINE BOARD OF ENVIRONMENTAL PROTECTION et al.,18,-0.6,-1.0,0.333333333,0.428571429,1.0,5/15/2006,9.0,0.0,0.0,-1,-1,-1,0,1,0.000983437,0.085714286,-0.025,0.003338294,-0.033842857,1.0,5.0,0.0,0.0,1,2.0,2.0,8,12.0,1,1,0,566,164,13,5,42,11,135,0,0,0,6,1,128,30,1,2,8,4,379,530,7,10,17,43,41,844,0,10,3,60,0.386,0.355,0.309523809524,0.454545454545,0,13.4761904762,14.9090909091,-1,0.775342465753,0.224657534247,1,0.792452830189,0.207547169811,1,0.722222222222,0.277777777778,1,0.0,0.0,0,22.5,0.0,1,1.0,0.0,1,0.857142857143,0.142857142857,1,0.0,0.0,0,0.125,0.5,-1,16.0,7.5,1,0.810126582278,0.189873417722,1,0.666666666667,0.333333333333,1,0.333333333333,0.666666666667,-1,0.411764705882,0.232558139535,0,22.2941176471,12.3255813953,1,0.416941694169,0.583058305831,0,0.283333333333,0.716666666667,-1,0.411764705882,0.588235294118,0,0.0,0.166666666667,0,13.6666666667,14.0666666667,-1,0.0463276836158,0.953672316384,-1,0.047619047619,0.952380952381,-1,0.0,1.0,-1
04-1528,-1,2/28/2006,2,2006,NEIL RANDALL et al. v. WILLIAM H. SORRELL et al.,8,1.0,-1.0,-0.714285714,0.636363636,0.375,6/26/2006,6.0,3.0,1.0,1,-1,-1,1,1,-0.067851307,-0.103703704,-0.069821429,-0.086419753,-0.12960368,0.0,0.0,2.0,2.0,1,1.0,5.0,3,11.0,1,0,0,0,685,0,9,1,52,175,78,4,2,9,4,296,55,6,0,21,3,96,368,2,7,4,25,179,645,4,5,17,44,0.012,0.986,0.0,0.173076923077,0,0.0,13.1730769231,-1,0.0,1.0,-1,0.0188679245283,0.981132075472,-1,0.0,1.0,-1,0.444444444444,0.5,0,19.4444444444,19.5,0,0.691699604743,0.308300395257,1,0.692307692308,0.307692307692,1,0.666666666667,0.333333333333,1,0.285714285714,0.0,1,14.0952380952,18.3333333333,-1,0.843304843305,0.156695156695,1,0.875,0.125,1,1.0,0.0,1,0.5,0.28,1,24.0,14.72,1,0.206896551724,0.793103448276,-1,0.137931034483,0.862068965517,-1,0.222222222222,0.777777777778,-1,0.235294117647,0.113636363636,0,10.5294117647,14.6590909091,-1,0.217233009709,0.782766990291,-1,0.27868852459,0.72131147541,-1,0.444444444444,0.555555555556,0
04-1544,1,2/28/2006,2,2006,VICKIE LYNN MARSHALL v. E. PIERCE MARSHALL,5,0.272727273,0.0,0.0,0.333333333,-0.333333333,5/1/2006,9.0,0.0,1.0,1,0,1,-1,-1,0.205929233,-0.142798521,-0.346666667,-0.050846475,0.177699176,7.0,0.0,9.0,9.0,1,1.0,5.0,9,7.0,1,0,0,143,856,2,9,13,34,305,430,4,2,19,24,37,140,1,2,4,6,232,142,3,3,15,9,381,153,7,2,31,10,0.061,0.26,0.153846153846,0.264705882353,0,11.0,25.1764705882,-1,0.143143143143,0.856856856857,-1,0.276595744681,0.723404255319,-1,0.181818181818,0.818181818182,-1,0.210526315789,0.0833333333333,0,16.0526315789,17.9166666667,-1,0.414965986395,0.585034013605,0,0.441860465116,0.558139534884,0,0.666666666667,0.333333333333,1,0.25,0.333333333333,0,9.25,23.3333333333,-1,0.209039548023,0.790960451977,-1,0.4,0.6,0,0.333333333333,0.666666666667,-1,0.2,0.333333333333,0,15.4666666667,15.7777777778,-1,0.620320855615,0.379679144385,1,0.625,0.375,1,0.5,0.5,0,0.225806451613,0.2,0,12.2903225806,15.3,-1,0.713483146067,0.286516853933,1,0.756097560976,0.243902439024,1,0.777777777778,0.222222222222,1
04-1581,0,1/17/2006,1,2006,WISCONSIN RIGHT TO LIFE INC. v. FEDERAL ELECTION COMMISSION,0,-0.333333333,1.0,1.0,0.2,0.714285714,1/23/2006,9.0,0.0,1.0,-1,-1,1,1,1,-0.06781559,-0.051,-0.136742581,0.052624362,-0.460838294,14.0,2.0,12.0,12.0,1,1.0,9.0,3,1.0,2,0,0,742,326,8,6,33,20,165,64,4,3,6,5,0,297,0,5,1,21,105,654,3,5,7,32,51,414,2,8,5,25,0.227,0.499,0.242424242424,0.3,0,22.4848484848,16.3,1,0.694756554307,0.305243445693,1,0.622641509434,0.377358490566,1,0.571428571429,0.428571428571,0,0.666666666667,0.6,0,27.5,12.8,1,0.720524017467,0.279475982533,1,0.545454545455,0.454545454545,0,0.571428571429,0.428571428571,0,0.0,0.238095238095,-1,0.0,14.1428571429,-1,0.0,1.0,-1,0.0454545454545,0.954545454545,-1,0.0,1.0,-1,0.428571428571,0.15625,1,15.0,20.4375,-1,0.138339920949,0.861660079051,-1,0.179487179487,0.820512820513,-1,0.375,0.625,-1,0.4,0.32,0,10.2,16.56,-1,0.109677419355,0.890322580645,-1,0.166666666667,0.833333333333,-1,0.2,0.8,-1
04-1618,1,3/1/2006,3,2006,NORTHERN INSURANCE COMPANY OF NEW YORK v. CHATHAM COUNTY GEORGIA,2,0.0,1.0,-1.0,0.2,-0.428571429,4/25/2006,9.0,0.0,1.0,0,1,-1,0,0,0.0,0.014583333,0.036904762,0.144326507,0.177901786,1.0,4.0,11.0,11.0,1,1.0,2.0,8,11.0,1,0,0,0,0,0,0,1,1,12,99,1,6,1,8,98,0,5,0,6,1,240,273,2,2,13,17,201,255,3,3,17,28,0.589,0.684,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,1.0,0.75,1,12.0,12.375,-1,0.108108108108,0.891891891892,-1,0.111111111111,0.888888888889,-1,0.142857142857,0.857142857143,-1,0.833333333333,0.0,1,16.3333333333,0.0,1,1.0,0.0,1,0.857142857143,0.142857142857,1,1.0,0.0,1,0.153846153846,0.117647058824,0,18.4615384615,16.0588235294,1,0.46783625731,0.53216374269,0,0.433333333333,0.566666666667,0,0.5,0.5,0,0.176470588235,0.107142857143,0,11.8235294118,9.10714285714,1,0.440789473684,0.559210526316,0,0.377777777778,0.622222222222,-1,0.5,0.5,0
04-1704,1,3/1/2006,3,2006,DAIMLERCHRYSLER CORPORATION v. CHARLOTTE CUNO et al.,-11,-1.0,-0.777777778,1.0,-0.263157895,-0.066666667,5/15/2006,9.0,0.0,1.0,-1,0,1,0,1,0.018989344,0.129847756,-0.2,-0.070063025,-0.057964853,1.0,8.0,6.0,6.0,1,2.0,6.0,9,2.0,1,0,0,311,33,1,2,27,2,302,223,4,1,22,14,0,25,0,0,1,3,321,341,5,3,20,21,231,474,8,8,26,34,0.407,0.954,0.037037037037,1.0,-1,11.5185185185,16.5,-1,0.904069767442,0.0959302325581,1,0.931034482759,0.0689655172414,1,0.333333333333,0.666666666667,-1,0.181818181818,0.0714285714286,0,13.7272727273,15.9285714286,-1,0.575238095238,0.424761904762,0,0.611111111111,0.388888888889,1,0.8,0.2,1,0.0,0.0,0,0.0,8.33333333333,-1,0.0,1.0,-1,0.25,0.75,-1,0.0,0.0,0,0.25,0.142857142857,0,16.05,16.2380952381,0,0.484894259819,0.515105740181,0,0.487804878049,0.512195121951,0,0.625,0.375,1,0.307692307692,0.235294117647,0,8.88461538462,13.9411764706,-1,0.327659574468,0.672340425532,-1,0.433333333333,0.566666666667,0,0.5,0.5,0
04-1739,1,3/27/2006,3,2006,JEFFREY A. BEARD SECRETARY PENNSYLVANIA DEPARTMENT OF CORRECTIONS v. RONALD BANKS INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED,5,-0.2,-0.2,1.0,1.0,0.428571429,6/28/2006,6.0,2.0,1.0,1,-1,1,1,1,0.280059524,0.017233202,0.054385965,0.004195135,0.058035714,0.0,3.0,3.0,3.0,1,2.0,4.0,3,12.0,1,0,0,145,335,5,3,10,21,333,130,4,1,20,6,66,233,3,0,4,12,178,427,3,9,9,32,87,183,4,5,7,12,0.323,0.853,0.5,0.142857142857,1,14.5,15.9523809524,-1,0.302083333333,0.697916666667,-1,0.322580645161,0.677419354839,-1,0.625,0.375,1,0.2,0.166666666667,0,16.65,21.6666666667,-1,0.719222462203,0.280777537797,1,0.769230769231,0.230769230769,1,0.8,0.2,1,0.75,0.0,1,16.5,19.4166666667,-1,0.220735785953,0.779264214047,-1,0.25,0.75,-1,1.0,0.0,1,0.333333333333,0.28125,0,19.7777777778,13.34375,1,0.294214876033,0.705785123967,-1,0.219512195122,0.780487804878,-1,0.25,0.75,-1,0.571428571429,0.416666666667,0,12.4285714286,15.25,-1,0.322222222222,0.677777777778,-1,0.368421052632,0.631578947368,-1,0.444444444444,0.555555555556,0
